iter	Logloss
894	0.2559138846
895	0.2558043285
896	0.2556922652
897	0.2556196216
898	0.2554828819
899	0.255352232
900	0.2551936156
901	0.2550988027
902	0.2549914787
903	0.2548831286
904	0.2547639318
905	0.2546603174
906	0.2545411065
907	0.2544410395
908	0.2542601551
909	0.2541530215
910	0.2540010133
911	0.2538792177
912	0.2537270155
913	0.2536375659
914	0.2535226183
915	0.2534216979
916	0.2532970672
917	0.2531987174
918	0.2530782865
919	0.2529594565
920	0.2528326783
921	0.2526999762
922	0.2525271139
923	0.2524568469
924	0.2523507571
925	0.252252023
926	0.2521417546
927	0.2520082661
928	0.2518800951
929	0.2517787798
930	0.2516648477
931	0.2515596958
932	0.2514658702
933	0.2513067848
934	0.2511663461
935	0.2510120529
936	0.2509135092
937	0.2507408127
938	0.2506425193
939	0.2505325119
940	0.2504422054
941	0.2503109384
942	0.2501880814
943	0.2500182764
944	0.249904443
945	0.2497821396
946	0.2496757325
947	0.2496040444
948	0.2494501991
949	0.2492978347
950	0.249196946
951	0.2491053032
952	0.2489781971
953	0.2488757675
954	0.2487486755
955	0.2486589897
956	0.2485473143
957	0.2483996469
958	0.2482440666
959	0.2481312805
960	0.2480250602
961	0.2478515456
962	0.2477300039
963	0.2476051017
964	0.2474941739
965	0.2473780978
966	0.2472520708
967	0.2471267631
968	0.2470048441
969	0.246833953
970	0.2467287341
971	0.2466356279
972	0.2465138464
973	0.2464079963
974	0.2463163499
975	0.2462417069
976	0.246121477
977	0.2460005665
978	0.2458950197
979	0.2457581883
980	0.2455851039
981	0.2454653465
982	0.2453598455
983	0.2452414457
984	0.2451122521
985	0.2450204399
986	0.2449317026
987	0.2447883002
988	0.2446868385
989	0.2445667972
990	0.2444203445
991	0.2442439684
992	0.2440838569
993	0.2439534873
994	0.2438554126
995	0.2436798827
996	0.243618821
997	0.2434696549
998	0.2433609909
999	0.2432209877
1000	0.2431316034
1001	0.2429764039
1002	0.2428576514
1003	0.2427559006
1004	0.2426273382
1005	0.2425403235
1006	0.2424644992
1007	0.2423598428
1008	0.2422592451
1009	0.2421071522
1010	0.2419990084
1011	0.2419022031
1012	0.2417987333
1013	0.2416365061
1014	0.2414948791
1015	0.2413830838
1016	0.2412547982
1017	0.2410956794
1018	0.2410003974
1019	0.2409212603
1020	0.2408074339
1021	0.2406981652
1022	0.2405907901
1023	0.2404317348
1024	0.2402870276
1025	0.240179284
1026	0.2400340496
1027	0.239940633
1028	0.2398344938
1029	0.2396877062
1030	0.2395791515
1031	0.2394786966
1032	0.2393666387
1033	0.2392181531
1034	0.2391415513
1035	0.2390590255
1036	0.2389388484
1037	0.2388023661
1038	0.2386875807
1039	0.2385740347
1040	0.2384876705
1041	0.2383712136
1042	0.2382965036
1043	0.2381573538
1044	0.2380484007
1045	0.2379523659
1046	0.2378707709
1047	0.2377620999
1048	0.2376698576
1049	0.2375348105
1050	0.2374269435
1051	0.2372960255
1052	0.2372117771
1053	0.2371131611
1054	0.2369867868
1055	0.2368040264
1056	0.2366886168
1057	0.2365469139
1058	0.2364195187
1059	0.2363404679
1060	0.2362249649
1061	0.2361325162
1062	0.2360340043
1063	0.2359345526
1064	0.2357870614
1065	0.2356823557
1066	0.2355530087
1067	0.2354471833
1068	0.2353125611
1069	0.2352000941
1070	0.2350991315
1071	0.2349980453
1072	0.2348887925
1073	0.2347957832
1074	0.2346928212
1075	0.2345997237
1076	0.2344925654
1077	0.2344039128
1078	0.2342821595
1079	0.2341465588
1080	0.2340512204
1081	0.2339278133
1082	0.2338188373
1083	0.2337027066
1084	0.2336016469
1085	0.2335200044
1086	0.2333994589
1087	0.2332847845
1088	0.233133552
1089	0.2330264308
1090	0.2329065323
1091	0.2327961387
1092	0.2326691173
1093	0.2325636499
1094	0.2324490248
1095	0.2323233434
1096	0.2321840524
1097	0.2320147992
1098	0.2319167862
1099	0.2318196089
1100	0.2317188719
1101	0.2315655061
1102	0.2314650424
1103	0.231364092
1104	0.2312503133
1105	0.2311247358
1106	0.231030279
1107	0.230945708
1108	0.2307798452
1109	0.2307096841
1110	0.2305750107
1111	0.2304037264
1112	0.2302928797
1113	0.2301750194
1114	0.2300959545
1115	0.2300079066
1116	0.2299362116
1117	0.2298475289
1118	0.2297545355
1119	0.2296482923
1120	0.2295564519
1121	0.2294612035
1122	0.2293296508
1123	0.2292287728
1124	0.2291223445
1125	0.228982075
1126	0.2288707364
1127	0.2287630968
1128	0.2286237477
1129	0.2285103181
1130	0.228363869
1131	0.2282965658
1132	0.2281510017
1133	0.2280252603
1134	0.2279139023
1135	0.2277724657
1136	0.2276988929
1137	0.2275913274
1138	0.2275004444
1139	0.2274399168
1140	0.2273148983
1141	0.2271621619
1142	0.2270951373
1143	0.2269400207
1144	0.226867236
1145	0.2267869793
1146	0.2267106754
1147	0.2266142739
1148	0.2265161393
1149	0.2264026285
1150	0.2262789729
1151	0.2261733291
1152	0.2260699986
1153	0.2259670312
1154	0.2258156983
1155	0.225702147
1156	0.2255967624
1157	0.2255105746
1158	0.2253830983
1159	0.225276885
1160	0.225163577
1161	0.2250868765
1162	0.2249955668
1163	0.224894486
1164	0.2248216872
1165	0.2247369663
1166	0.2246201039
1167	0.2245033261
1168	0.2243636403
1169	0.2242530492
1170	0.2241358413
1171	0.2240401732
1172	0.2239549586
1173	0.2237991227
1174	0.2237244144
1175	0.2236236968
1176	0.2235629154
1177	0.2234906596
1178	0.2233886267
1179	0.2232588161
1180	0.2231562683
1181	0.2230620266
1182	0.2229398643
1183	0.2228365461
1184	0.2227601171
1185	0.2226527067
1186	0.2225270305
1187	0.2223894128
1188	0.2222912164
1189	0.2222158981
1190	0.2221207696
1191	0.2220089832
1192	0.2218941395
1193	0.2217783738
1194	0.221690347
1195	0.2215913167
1196	0.2214912179
1197	0.2214008921
1198	0.2212982491
1199	0.2211928276
1200	0.2210814202
1201	0.2209826402
1202	0.2209052486
1203	0.220810023
1204	0.2207413764
1205	0.2206192599
1206	0.2205104725
1207	0.2203884213
1208	0.2202936136
1209	0.2201834122
1210	0.2201071489
1211	0.2200131259
1212	0.2199257373
1213	0.2198449235
1214	0.2197311959
1215	0.2196648677
1216	0.2195465049
1217	0.2194719994
1218	0.2193693812
1219	0.2192594407
1220	0.219182957
1221	0.2190532275
1222	0.2189370685
1223	0.218804354
1224	0.2187286179
1225	0.2186222001
1226	0.2185622262
1227	0.2184793689
1228	0.2183816591
1229	0.2182997627
1230	0.2181982834
1231	0.2180952438
1232	0.2180387838
1233	0.2179676917
1234	0.2179212443
1235	0.2178424915
1236	0.2177266835
1237	0.2176438755
1238	0.2175152249
1239	0.217435707
1240	0.2173746875
1241	0.2172296206
1242	0.2171173247
1243	0.2170134687
1244	0.2169110638
1245	0.2168216636
1246	0.2167204188
1247	0.2166138371
1248	0.2165106829
1249	0.2163825471
1250	0.2162602826
1251	0.2161258085
1252	0.2160182553
1253	0.2159324077
1254	0.2158485983
1255	0.2157296925
1256	0.2156516555
1257	0.2155041643
1258	0.2154027908
1259	0.2153136251
1260	0.2151965
1261	0.2151175744
1262	0.2150479916
1263	0.2149413146
1264	0.2148096121
1265	0.2146909408
1266	0.2145792443
1267	0.2145074751
1268	0.2143667755
1269	0.2142712978
1270	0.2141718021
1271	0.2140958456
1272	0.214019956
1273	0.2139420689
1274	0.21384608
1275	0.2137403163
1276	0.2135964131
1277	0.2135024764
1278	0.2133634464
1279	0.2132686987
1280	0.2131546044
1281	0.2130603785
1282	0.2129685082
1283	0.2128955225
1284	0.2127939375
1285	0.2126500801
1286	0.2125804003
1287	0.2124712232
1288	0.2124069949
1289	0.2123101297
1290	0.2122064642
1291	0.2121264507
1292	0.2119849471
1293	0.2119071975
1294	0.2118326374
1295	0.2117365039
1296	0.2116619032
1297	0.2115189415
1298	0.2114209249
1299	0.2113291463
1300	0.2112171959
1301	0.2111409802
1302	0.2110819831
1303	0.2109993567
1304	0.210895931
1305	0.2107718892
1306	0.2106759478
1307	0.2105864365
1308	0.2104861526
1309	0.2104218855
1310	0.2103207853
1311	0.210226995
1312	0.2101319933
1313	0.2100356535
1314	0.2099007915
1315	0.2098280509
1316	0.2097014685
1317	0.2096171073
1318	0.2094981432
1319	0.2093658148
1320	0.2092287172
1321	0.2091244504
1322	0.2090525403
1323	0.2089403466
1324	0.2088216241
1325	0.2087509798
1326	0.2086743921
1327	0.208576603
1328	0.2084809843
1329	0.2083914572
1330	0.2083015933
1331	0.2082009867
1332	0.2080782249
1333	0.2079975398
1334	0.2079184626
1335	0.2077802066
1336	0.2077033456
1337	0.2075954098
1338	0.2075155445
1339	0.2074196719
1340	0.207324092
1341	0.2072567077
1342	0.2071596468
1343	0.2070779478
1344	0.2070094158
1345	0.2069279337
1346	0.2068402225
1347	0.2067410265
1348	0.2066726813
1349	0.2065806752
1350	0.2064981881
1351	0.2064000975
1352	0.206348077
1353	0.2062449351
1354	0.2061477719
1355	0.2060686753
1356	0.2059734939
1357	0.2058856769
1358	0.2058079044
1359	0.2057142181
1360	0.2056324662
1361	0.2055678835
1362	0.2054905201
1363	0.205380123
1364	0.2052931488
1365	0.2051986814
1366	0.205093586
1367	0.2050274535
1368	0.2049391182
1369	0.2048434149
1370	0.2047471403
1371	0.2046829314
1372	0.2045985472
1373	0.2045120191
1374	0.2044187189
1375	0.2043473923
1376	0.2042477043
1377	0.2041679219
1378	0.2041029919
1379	0.2040168305
1380	0.2039146495
1381	0.203816573
1382	0.2036954333
1383	0.203600273
1384	0.2035186481
1385	0.2034291879
1386	0.2033380034
1387	0.2032280965
1388	0.203165358
1389	0.203073396
1390	0.2029801028
1391	0.2028788316
1392	0.2027957363
1393	0.20271433
1394	0.2026175318
1395	0.2025404345
1396	0.2024515526
1397	0.2023067749
1398	0.2022172848
1399	0.2021266169
1400	0.2020475908
1401	0.2019526668
1402	0.2018419294
1403	0.2017754814
1404	0.2016730994
1405	0.201590198
1406	0.2014812713
1407	0.2013886781
1408	0.2013113393
1409	0.2012222688
1410	0.2011154279
1411	0.2010613428
1412	0.201008252
1413	0.2009102496
1414	0.2008288715
1415	0.2007186208
1416	0.2006332404
1417	0.2005930539
1418	0.2005238131
1419	0.2004442052
1420	0.2003820644
1421	0.2002884785
1422	0.2001977454
1423	0.2001003389
1424	0.200021572
1425	0.1999447375
1426	0.1998506491
1427	0.1997460879
1428	0.1996688179
1429	0.1995847864
1430	0.1994891271
1431	0.1994117848
1432	0.1993499737
1433	0.1992590572
1434	0.1991669453
1435	0.1990769298
1436	0.1990169153
1437	0.1989601714
1438	0.1988671251
1439	0.1987699725
1440	0.1986724055
1441	0.1985875065
1442	0.1984961933
1443	0.1984148012
1444	0.1983479493
1445	0.1982506751
1446	0.1981865667
1447	0.1980933123
1448	0.1980306338
1449	0.1979721585
1450	0.1979056258
1451	0.1978025086
1452	0.1977376738
1453	0.1976635826
1454	0.1975871342
1455	0.1975096544
1456	0.1974466743
1457	0.1973599875
1458	0.1972444034
1459	0.1971573005
1460	0.1970896571
1461	0.1969915312
1462	0.1969116853
1463	0.1968471343
1464	0.1967589083
1465	0.1966690233
1466	0.1965545128
1467	0.1964522243
1468	0.1963661387
1469	0.1963036347
1470	0.1962377262
1471	0.1961582329
1472	0.1960953816
1473	0.1960283728
1474	0.1959421585
1475	0.1958583968
1476	0.1957858783
1477	0.1957066301
1478	0.195634838
1479	0.1955712339
1480	0.1954968694
1481	0.1954312818
1482	0.1953422236
1483	0.1952888508
1484	0.1952031777
1485	0.1951263203
1486	0.1950584353
1487	0.19497403
1488	0.1949015856
1489	0.1948182434
1490	0.1947511677
1491	0.1946394077
1492	0.1945469132
1493	0.1944873342
1494	0.1944016471
1495	0.1943329
1496	0.1942594118
1497	0.1941820113
1498	0.1941117232
1499	0.1940174074
